Season,TeamName,AdjO,AdjD,AdjEM
2006,Texas St,93.1,113.0,-19.94
2006,MS Valley St,93.9,113.9,-20.03
2006,Liberty,91.2,111.3,-20.15
2006,North Florida,94.5,115.7,-21.22
2006,MD E Shore,90.7,112.0,-21.28
2006,St Francis PA,93.9,115.4,-21.49
2006,UTRGV,88.4,110.0,-21.53
2006,Morehead St,91.1,112.7,-21.58
2006,Jacksonville,93.2,115.7,-22.53
2006,Citadel,91.0,115.4,-24.46
2006,Army,87.9,114.4,-26.5
2006,Prairie View,86.9,114.6,-27.79
2006,Morgan St,79.4,110.5,-31.06
2006,Savannah St,80.4,118.6,-38.11
2007,North Carolina,121.0,89.6,31.37
2007,Florida,122.8,92.0,30.81
2007,Ohio St,121.0,91.7,29.33
2007,Georgetown,122.0,93.5,28.48
2007,Kansas,115.3,87.5,27.81
2007,UCLA,115.4,88.3,27.15
2007,Texas A&M,119.3,92.3,26.97
2007,Wisconsin,115.6,90.1,25.45
2007,Memphis,115.4,90.6,24.81
2007,Duke,113.2,89.9,23.3
2007,Pittsburgh,118.1,95.2,22.9
2007,Maryland,112.4,90.0,22.42
2007,Kentucky,117.0,95.3,21.73
2007,Indiana,115.4,93.8,21.58
2007,Butler,118.0,96.5,21.45
2007,S Illinois,109.8,88.8,21.03
2007,Michigan St,112.8,91.8,20.97
2007,Oregon,118.3,97.6,20.76
2007,Louisville,113.5,93.1,20.35
2007,Air Force,116.5,96.3,20.2
2007,Villanova,113.4,93.3,20.11
2007,Notre Dame,118.1,98.1,20.02
2007,Georgia Tech,116.9,97.3,19.61
2007,Arizona,119.5,100.1,19.43
2007,Texas,119.5,100.3,19.24
2007,Mississippi St,113.5,94.5,19.03
2007,Washington St,111.7,92.8,18.87
2007,Creighton,113.8,95.3,18.53
2007,Clemson,112.3,93.9,18.46
2007,Purdue,110.7,92.4,18.31
2007,Tennessee,115.9,97.6,18.29
2007,Xavier,117.3,99.2,18.13
2007,West Virginia,116.5,98.5,18.06
2007,Florida St,116.2,98.4,17.79
2007,Missouri St,113.4,95.9,17.51
2007,Illinois,107.3,89.8,17.5
2007,Virginia Tech,112.4,95.0,17.38
2007,Marquette,111.8,94.6,17.18
2007,USC,111.0,94.2,16.86
2007,Syracuse,112.0,95.2,16.84
2007,UNLV,112.6,95.8,16.83
2007,Arkansas,110.6,93.9,16.62
2007,Vanderbilt,115.7,99.4,16.23
2007,Boston College,117.3,101.1,16.18
2007,Akron,115.2,99.1,16.15
2007,BYU,116.7,100.6,16.11
2007,Nevada,117.2,101.2,16.09
2007,Virginia,114.1,98.7,15.43
2007,Gonzaga,115.3,100.0,15.31
2007,DePaul,111.5,96.3,15.27
2007,Winthrop,112.9,98.0,14.81
2007,VA Commonwealth,116.6,102.0,14.55
2007,Bradley,115.9,101.5,14.35
2007,LSU,107.8,93.5,14.35
2007,Georgia,111.0,96.7,14.3
2007,Connecticut,104.0,90.2,13.78
2007,Kansas St,109.3,95.6,13.71
2007,Oklahoma,107.4,93.8,13.68
2007,Michigan,108.9,95.3,13.53
2007,Mississippi,112.7,99.2,13.49
2007,Davidson,111.8,98.5,13.32
2007,Alabama,114.7,101.6,13.04
2007,Missouri,111.4,98.6,12.78
2007,Old Dominion,108.6,95.9,12.7
2007,Wichita St,111.1,98.7,12.42
2007,Stanford,109.7,97.3,12.37
2007,Massachusetts,109.1,96.8,12.36
2007,Washington,113.2,101.0,12.17
2007,Northern Iowa,109.0,97.6,11.43
2007,Iowa,110.6,99.6,11.06
2007,Texas Tech,112.2,101.3,10.98
2007,Providence,111.8,100.8,10.93
2007,Drexel,103.5,92.9,10.65
2007,Oklahoma St,109.2,98.6,10.63
2007,NC State,112.2,101.8,10.46
2007,Appalachian St,111.2,100.8,10.37
2007,Santa Clara,106.7,96.7,10.03
2007,California,111.7,101.7,9.99
2007,Hawaii,104.5,94.6,9.87
2007,San Diego St,104.4,94.6,9.87
2007,Kent,105.2,95.3,9.85
2007,Nebraska,109.0,100.0,8.99
2007,Evansville,113.2,104.6,8.54
2007,Loyola-Chicago,110.3,101.9,8.42
2007,Auburn,106.9,98.5,8.39
2007,Illinois St,107.1,98.7,8.38
2007,Miami OH,105.7,97.4,8.38
2007,Oral Roberts,107.1,98.7,8.36
2007,George Mason,106.5,98.6,7.91
2007,Utah St,111.2,103.4,7.82
2007,TAM C. Christi,114.1,106.4,7.76
2007,Penn,109.8,102.1,7.69
2007,Holy Cross,103.0,95.6,7.4
2007,Houston,107.1,99.8,7.3
2007,G Washington,105.0,97.7,7.28
2007,New Mexico St,108.3,101.1,7.27
2007,St Joseph's PA,109.1,102.1,7.01
2007,Bucknell,106.6,99.7,6.83
2007,Hofstra,115.2,108.5,6.69
2007,Wright St,104.5,97.8,6.66
2007,Utah Valley,109.9,103.2,6.61
2007,Wake Forest,107.6,101.1,6.5
2007,St Mary's CA,106.5,100.0,6.49
2007,N Dakota St,109.6,103.4,6.2
2007,Seton Hall,108.5,102.3,6.19
2007,Fresno St,102.5,96.3,6.18
2007,Baylor,111.0,105.1,5.91
2007,Colorado St,108.3,102.6,5.75
2007,Miami FL,113.2,107.5,5.73
2007,Drake,113.8,108.2,5.64
2007,Toledo,105.7,100.1,5.61
2007,UCF,109.5,104.0,5.54
2007,Long Beach St,112.2,106.8,5.44
2007,Boise St,106.8,101.4,5.37
2007,Tulsa,101.4,96.2,5.25
2007,WKU,112.3,107.1,5.21
2007,UAB,102.6,97.7,4.92
2007,W Michigan,108.2,103.5,4.75
2007,Marist,109.5,104.9,4.56
2007,St Louis,104.8,100.4,4.39
2007,Belmont,106.6,102.2,4.38
2007,Col Charleston,103.8,99.6,4.19
2007,Vermont,105.5,101.3,4.16
2007,Dayton,104.9,100.7,4.12
2007,Ohio,109.4,105.3,4.08
2007,South Carolina,110.3,106.4,3.96
2007,Southern Miss,104.0,100.3,3.65
2007,Oakland,110.2,106.7,3.45
2007,St John's,103.3,99.9,3.41
2007,Wyoming,109.0,105.6,3.34
2007,Temple,110.3,107.2,3.06
2007,Sam Houston St,106.2,103.3,2.91
2007,UTEP,103.7,101.0,2.68
2007,Iowa St,101.4,98.7,2.67
2007,Rhode Island,113.0,110.5,2.55
2007,Northwestern,105.5,103.0,2.51
2007,Fordham,100.8,98.5,2.32
2007,Albany NY,107.4,105.2,2.25
2007,New Mexico,110.7,108.5,2.18
2007,Indiana St,104.1,102.1,1.94
2007,Cincinnati,103.7,101.9,1.87
2007,Tulane,102.8,101.0,1.83
2007,Arizona St,101.3,99.5,1.83
2007,WI Green Bay,107.4,105.6,1.74
2007,Utah,113.7,112.1,1.63
2007,South Alabama,104.5,103.0,1.55
2007,Penn St,108.3,106.9,1.38
2007,Valparaiso,101.1,99.7,1.32
2007,Siena,107.1,105.9,1.16
2007,South Florida,102.1,101.3,0.81
2007,Towson,105.5,104.8,0.74
2007,IL Chicago,107.0,106.3,0.71
2007,Santa Barbara,105.2,104.5,0.7
2007,Detroit,107.0,106.4,0.59
2007,Cal Poly SLO,108.2,107.9,0.28
2007,Charlotte,106.2,106.1,0.13
2007,San Francisco,105.2,105.3,-0.15
2007,Idaho St,104.7,105.0,-0.26
2007,San Diego,107.5,108.0,-0.45
2007,Minnesota,101.2,101.7,-0.53
2007,Northern Arizona,110.1,111.1,-0.94
2007,North Texas,103.0,104.0,-0.98
2007,Austin Peay,105.3,106.4,-1.08
2007,UNC Greensboro,102.4,103.6,-1.21
2007,Northwestern LA,104.7,106.0,-1.31
2007,ETSU,98.9,100.4,-1.49
2007,American Univ,100.3,101.8,-1.52
2007,UC Irvine,99.5,101.0,-1.56
2007,SMU,101.5,103.1,-1.56
2007,Tennessee Tech,103.4,105.1,-1.67
2007,Rice,103.3,105.2,-1.86
2007,TCU,96.2,98.1,-1.94
2007,High Point,101.1,103.1,-2.07
2007,Oregon St,102.6,104.6,-2.09
2007,Yale,102.6,104.7,-2.09
2007,Portland St,104.7,106.8,-2.18
2007,Central Conn,104.1,106.3,-2.24
2007,Southern Utah,103.5,106.1,-2.55
2007,CS Fullerton,105.1,107.6,-2.55
2007,E Washington,112.4,115.0,-2.57
2007,Youngstown St,102.8,105.4,-2.57
2007,E Kentucky,102.7,105.3,-2.58
2007,IUPUI,106.9,109.5,-2.62
2007,Weber St,102.1,104.8,-2.71
2007,Sacred Heart,107.6,110.3,-2.75
2007,Niagara,107.2,110.0,-2.76
2007,Lipscomb,103.9,106.6,-2.77
2007,Northeastern,101.2,104.0,-2.8
2007,Cornell,104.3,107.3,-2.93
2007,Marshall,100.7,103.7,-2.97
2007,Loyola MD,107.2,110.3,-3.14
2007,Montana,107.3,110.5,-3.27
2007,Furman,103.8,107.4,-3.55
2007,Boston Univ,99.4,103.2,-3.78
2007,SF Austin,98.2,102.0,-3.79
2007,William & Mary,102.8,106.6,-3.83
2007,Louisiana Tech,99.8,103.7,-3.89
2007,Buffalo,98.5,102.5,-4.0
2007,Ga Southern,98.0,102.1,-4.1
2007,Delaware St,106.5,110.7,-4.16
2007,MTSU,98.5,102.7,-4.24
2007,Chattanooga,99.7,104.0,-4.26
2007,Chicago St,107.3,112.1,-4.73
2007,Arkansas St,103.7,108.7,-4.94
2007,Ball St,96.4,101.4,-5.03
2007,Columbia,104.7,110.0,-5.23
2007,Fairfield,102.3,107.5,-5.23
2007,Rutgers,101.3,106.7,-5.32
2007,Pacific,104.6,109.9,-5.34
2007,WI Milwaukee,100.1,105.5,-5.38
2007,Loy Marymount,95.0,100.5,-5.5
2007,Robert Morris,106.7,112.3,-5.54
2007,Missouri KC,107.3,112.9,-5.66
2007,Lamar,103.6,109.6,-5.97
2007,C Michigan,100.3,106.3,-6.03
2007,Colorado,100.7,106.7,-6.04
2007,Bowling Green,99.6,105.8,-6.18
2007,Murray St,98.4,104.7,-6.31
2007,Liberty,102.1,108.4,-6.34
2007,Pepperdine,105.0,111.6,-6.57
2007,Samford,106.2,112.8,-6.62
2007,Binghamton,98.7,105.4,-6.74
2007,Duquesne,107.7,114.5,-6.78
2007,E Michigan,98.0,104.8,-6.85
2007,UNC Wilmington,99.5,106.5,-6.96
2007,FL Atlantic,104.9,112.0,-7.11
2007,Brown,98.5,105.7,-7.19
2007,Troy,105.7,113.0,-7.26
2007,SE Louisiana,102.1,109.4,-7.27
2007,N Illinois,102.2,109.5,-7.32
2007,New Orleans,107.8,115.1,-7.33
2007,Cleveland St,99.8,107.2,-7.45
2007,San Jose St,95.0,102.5,-7.57
2007,CS Northridge,97.6,105.3,-7.74
2007,Coastal Car,102.5,110.4,-7.88
2007,La Salle,104.5,112.5,-8.07
2007,VMI,106.4,114.6,-8.16
2007,W Carolina,101.6,109.9,-8.33
2007,Hartford,98.3,106.7,-8.35
2007,Mt St Mary's,95.6,104.1,-8.52
2007,Georgia St,100.8,109.5,-8.69
2007,UNC Asheville,96.9,105.9,-8.93
2007,ULM,101.5,110.5,-8.99
2007,Rider,102.1,111.2,-9.08
2007,Canisius,100.2,109.4,-9.13
2007,Jacksonville,100.5,109.8,-9.33
2007,Hampton,93.7,103.0,-9.33
2007,IPFW,98.8,108.2,-9.34
2007,Wofford,104.8,114.2,-9.41
2007,MS Valley St,93.4,102.9,-9.45
2007,Jackson St,100.2,109.7,-9.48
2007,Lehigh,98.3,107.8,-9.49
2007,Quinnipiac,98.9,108.4,-9.51
2007,Florida A&M,100.6,110.2,-9.57
2007,Ark Little Rock,100.4,110.1,-9.73
2007,Centenary,99.6,109.4,-9.83
2007,Harvard,103.4,113.3,-9.9
2007,F Dickinson,101.5,111.4,-9.9
2007,Army,92.7,102.6,-9.95
2007,Monmouth NJ,99.5,109.5,-9.99
2007,UT Arlington,101.2,111.3,-10.06
2007,Manhattan,96.8,106.9,-10.08
2007,Kennesaw,99.3,109.5,-10.17
2007,UTRGV,101.8,112.2,-10.43
2007,Maine,99.5,109.9,-10.46
2007,Navy,95.5,106.0,-10.55
2007,McNeese St,90.5,101.1,-10.58
2007,Campbell,99.6,110.2,-10.63
2007,Princeton,92.5,103.1,-10.68
2007,UMBC,99.5,110.3,-10.81
2007,ULL,98.4,109.3,-10.85
2007,Nicholls St,102.7,113.6,-10.94
2007,Montana St,97.6,108.7,-11.13
2007,Portland,94.9,106.1,-11.21
2007,Cent Arkansas,95.4,106.9,-11.51
2007,Elon,97.3,109.1,-11.8
2007,Stony Brook,92.9,104.8,-11.89
2007,Richmond,99.4,111.4,-11.97
2007,St Francis NY,93.3,105.6,-12.23
2007,Gardner Webb,97.3,109.5,-12.24
2007,Morehead St,97.8,110.1,-12.27
2007,Tennessee St,97.6,109.9,-12.31
2007,NC A&T,96.1,108.7,-12.6
2007,Florida Intl,95.1,107.7,-12.61
2007,Colgate,91.6,104.4,-12.77
2007,S Carolina St,95.6,108.5,-12.92
2007,Morgan St,97.3,110.4,-13.15
2007,Wagner,98.2,111.4,-13.16
2007,Radford,95.1,108.7,-13.6
2007,New Hampshire,97.0,110.6,-13.67
2007,CS Sacramento,95.1,108.8,-13.74
2007,James Madison,102.2,115.9,-13.74
2007,Dartmouth,94.2,108.2,-14.04
2007,Jacksonville St,97.7,111.8,-14.11
2007,Delaware,96.8,111.0,-14.22
2007,SE Missouri St,99.3,113.7,-14.4
2007,St Bonaventure,98.6,113.9,-15.3
2007,Mercer,96.6,111.9,-15.3
2007,Idaho,94.3,109.9,-15.54
2007,Ark Pine Bluff,88.7,104.3,-15.54
2007,Coppin St,93.6,109.3,-15.69
2007,East Carolina,92.8,108.5,-15.71
2007,E Illinois,94.7,110.5,-15.74
2007,Southern Univ,89.2,105.0,-15.77
2007,St Francis PA,98.5,114.3,-15.79
2007,UC Riverside,93.9,109.7,-15.84
2007,Long Island,96.2,112.1,-15.92
2007,Stetson,97.2,113.6,-16.38
2007,Texas St,97.9,114.3,-16.42
2007,Lafayette,98.7,115.4,-16.67
2007,N Colorado,94.9,111.7,-16.8
2007,TN Martin,94.3,111.3,-16.96
2007,W Illinois,92.7,109.9,-17.19
2007,St Peter's,88.9,106.1,-17.22
2007,Grambling,93.9,111.6,-17.66
2007,UT San Antonio,86.7,104.4,-17.66
2007,Alabama St,91.1,109.0,-17.83
2007,UC Davis,93.3,111.4,-18.08
2007,S Dakota St,94.5,112.8,-18.32
2007,Longwood,91.4,110.1,-18.65
2007,TX Southern,89.5,108.4,-18.84
2007,Norfolk St,97.1,116.2,-19.14
2007,Iona,87.7,107.1,-19.41
2007,Charleston So,95.6,115.1,-19.49
2007,Citadel,92.4,112.6,-20.18
2007,Savannah St,88.0,108.4,-20.39
2007,Denver,93.2,114.6,-21.35
2007,Alcorn St,91.9,113.4,-21.49
2007,W Salem St,90.1,111.7,-21.59
2007,Howard,94.7,116.8,-22.07
2007,Alabama A&M,83.9,106.9,-22.96
2007,Prairie View,84.2,107.9,-23.69
2007,Bethune-Cookman,83.0,107.8,-24.79
2007,NJIT,85.3,110.4,-25.11
2007,North Florida,82.6,108.6,-26.02
2007,MD E Shore,86.8,114.0,-27.18
2008,Kansas,120.9,85.7,35.21
2008,Memphis,118.0,86.5,31.51
2008,North Carolina,122.1,91.9,30.22
2008,UCLA,118.0,88.1,29.94
2008,Wisconsin,113.5,86.8,26.68
2008,Duke,116.3,89.9,26.4
2008,Georgetown,115.2,89.7,25.56
2008,Louisville,113.1,87.7,25.41
2008,Texas,120.6,95.5,25.09
2008,Washington St,115.1,90.8,24.32
2008,Davidson,117.0,93.4,23.61
2008,Stanford,113.6,90.9,22.75
2008,Tennessee,116.2,94.0,22.17
2008,Marquette,115.3,93.1,22.16
2008,Xavier,117.3,95.2,22.05
2008,Clemson,114.0,91.9,22.03
2008,Drake,120.0,98.5,21.46
2008,West Virginia,114.6,93.3,21.29
2008,Michigan St,115.8,94.7,21.15
2008,Butler,116.2,96.2,19.97
2008,Texas A&M,112.3,92.3,19.93
2008,Pittsburgh,116.5,96.6,19.91
2008,Arizona,116.4,97.3,19.14
2008,Notre Dame,114.6,95.6,19.07
2008,Gonzaga,114.5,95.5,19.05
2008,Kansas St,114.2,95.3,18.9
2008,Connecticut,115.2,96.3,18.9
2008,USC,110.5,91.9,18.67
2008,Indiana,114.6,96.1,18.43
2008,Purdue,110.5,92.2,18.3
2008,Ohio St,110.2,92.4,17.79
2008,New Mexico,111.1,94.0,17.08
2008,Mississippi St,108.2,91.5,16.77
2008,Virginia Tech,107.1,90.8,16.29
2008,BYU,107.4,91.7,15.76
2008,Oregon,118.8,103.1,15.66
2008,Miami FL,112.5,97.1,15.38
2008,Florida,115.9,100.5,15.37
2008,Nebraska,108.0,92.7,15.31
2008,Arkansas,111.4,96.2,15.19
2008,Baylor,115.7,100.9,14.82
2008,St Mary's CA,109.2,94.6,14.66
2008,WKU,111.9,97.3,14.6
2008,Oklahoma,109.5,95.1,14.47
2008,St Joseph's PA,115.1,100.8,14.32
2008,Villanova,109.2,95.0,14.21
2008,Syracuse,112.6,98.4,14.12
2008,UNLV,110.2,96.5,13.71
2008,Arizona St,110.2,96.6,13.62
2008,Mississippi,114.2,100.7,13.49
2008,Illinois,107.5,94.0,13.47
2008,Massachusetts,110.5,97.3,13.1
2008,Georgia Tech,114.5,101.4,13.1
2008,Missouri,113.3,100.2,13.04
2008,Kent,107.8,94.8,13.04
2008,Vanderbilt,112.3,99.6,12.65
2008,Temple,112.8,100.4,12.37
2008,Illinois St,106.2,93.9,12.37
2008,Florida St,108.7,96.4,12.26
2008,Dayton,111.8,99.7,12.08
2008,UAB,110.7,98.6,12.07
2008,S Illinois,105.7,93.7,12.04
2008,Maryland,107.1,95.1,11.99
2008,Utah,110.2,98.3,11.94
2008,South Alabama,112.6,100.8,11.8
2008,IUPUI,116.5,104.8,11.68
2008,California,115.8,104.3,11.51
2008,VA Commonwealth,104.7,93.2,11.45
2008,Washington,109.7,98.4,11.36
2008,Minnesota,108.4,97.1,11.34
2008,Houston,114.2,102.9,11.28
2008,Rhode Island,115.1,103.9,11.2
2008,Wake Forest,107.7,96.9,10.82
2008,Creighton,108.7,97.9,10.8
2008,Oklahoma St,109.1,98.4,10.78
2008,Akron,110.9,100.4,10.48
2008,Oral Roberts,104.7,94.5,10.27
2008,Kentucky,107.8,97.8,10.01
2008,Duquesne,108.9,99.0,9.97
2008,George Mason,110.7,101.0,9.68
2008,Miami OH,108.4,98.7,9.63
2008,Tulsa,106.2,96.6,9.63
2008,Texas Tech,107.7,98.1,9.6
2008,Charlotte,104.6,95.1,9.53
2008,Providence,110.1,100.8,9.4
2008,Alabama,110.9,101.7,9.2
2008,Bradley,111.8,102.7,9.05
2008,CS Fullerton,112.3,103.9,8.47
2008,Missouri St,108.2,99.8,8.39
2008,Virginia,110.5,102.4,8.11
2008,Georgia,104.3,96.2,8.08
2008,San Diego St,104.9,96.9,7.99
2008,Siena,108.6,100.7,7.99
2008,W Michigan,108.1,100.2,7.92
2008,Ohio,109.7,102.1,7.55
2008,SF Austin,107.6,100.1,7.53
2008,UCF,109.1,102.0,7.11
2008,Southern Miss,108.3,101.3,6.98
2008,UNC Greensboro,108.1,101.2,6.96
2008,New Mexico St,108.1,101.3,6.85
2008,Nevada,108.5,101.9,6.59
2008,Cincinnati,104.8,98.2,6.58
2008,Cleveland St,103.3,96.7,6.58
2008,Winthrop,99.5,93.1,6.38
2008,Boston College,108.9,102.6,6.37
2008,South Carolina,109.1,103.0,6.1
2008,Seton Hall,110.5,104.5,6.0
2008,UTEP,106.7,100.9,5.74
2008,Utah St,114.6,108.9,5.7
2008,NC State,107.6,101.9,5.65
2008,South Florida,107.4,102.0,5.41
2008,Portland St,108.6,103.2,5.4
2008,IL Chicago,104.8,99.5,5.34
2008,DePaul,111.8,106.6,5.28
2008,LSU,104.9,99.7,5.2
2008,Wright St,104.0,98.9,5.04
2008,Santa Barbara,102.3,97.3,4.93
2008,Old Dominion,106.5,101.6,4.9
2008,Valparaiso,107.9,103.2,4.7
2008,San Diego,101.6,97.0,4.64
2008,Northern Iowa,105.9,101.3,4.62
2008,Rider,108.2,103.6,4.62
2008,Cornell,110.1,105.7,4.41
2008,Iowa St,101.7,97.4,4.38
2008,Colorado,104.7,100.4,4.29
2008,Boise St,108.7,104.8,3.89
2008,UMBC,113.2,109.3,3.86
2008,Ga Southern,106.0,102.2,3.82
2008,Belmont,109.7,106.2,3.53
2008,Penn St,107.7,104.2,3.48
2008,CS Northridge,102.2,98.7,3.43
2008,Indiana St,105.9,102.7,3.2
2008,North Texas,105.9,102.8,3.11
2008,Brown,108.9,105.8,3.07
2008,Niagara,106.7,103.7,2.92
2008,N Dakota St,107.0,104.1,2.88
2008,Michigan,104.4,101.7,2.7
2008,Sam Houston St,96.5,93.8,2.7
2008,Marshall,106.2,103.6,2.56
2008,St John's,98.6,96.2,2.44
2008,Appalachian St,105.8,103.4,2.41
2008,Oakland,111.7,109.3,2.39
2008,Pacific,107.1,104.7,2.36
2008,Robert Morris,103.3,101.1,2.27
2008,WI Green Bay,107.1,105.1,2.02
2008,Iowa,98.8,96.8,2.01
2008,La Salle,107.4,105.5,1.93
2008,Marist,106.3,104.4,1.92
2008,Auburn,109.8,107.8,1.92
2008,American Univ,107.9,106.3,1.67
2008,Richmond,101.4,99.9,1.48
2008,Northern Arizona,105.6,104.2,1.43
2008,Northeastern,103.2,101.7,1.42
2008,Wichita St,104.3,102.8,1.41
2008,Santa Clara,100.9,99.6,1.34
2008,Air Force,100.9,99.7,1.18
2008,St Louis,100.9,100.0,0.95
2008,Chattanooga,102.4,101.5,0.89
2008,Fordham,103.2,102.5,0.69
2008,Lamar,108.1,107.6,0.56
2008,UC Irvine,104.2,103.8,0.48
2008,UNC Wilmington,108.2,107.9,0.35
2008,Loyola MD,108.1,108.0,0.08
2008,Tulane,102.1,102.2,-0.13
2008,MTSU,104.9,105.1,-0.16
2008,Col Charleston,106.7,106.9,-0.21
2008,WI Milwaukee,100.7,100.9,-0.26
2008,Austin Peay,104.6,104.9,-0.3
2008,Morgan St,100.0,101.0,-1.01
2008,Holy Cross,101.3,102.3,-1.03
2008,G Washington,100.9,102.0,-1.1
2008,UNC Asheville,107.2,108.4,-1.21
2008,Mt St Mary's,99.3,100.6,-1.32
2008,ETSU,103.9,105.3,-1.38
2008,Vermont,101.0,102.7,-1.73
2008,Albany NY,103.1,104.9,-1.82
2008,TCU,100.7,102.5,-1.87
2008,C Michigan,103.1,105.2,-2.06
2008,New Orleans,104.7,106.7,-2.07
2008,UT Arlington,101.3,103.6,-2.31
2008,Buffalo,100.6,103.1,-2.46
2008,E Michigan,104.7,107.2,-2.48
2008,Rutgers,96.2,98.8,-2.52
2008,Elon,98.0,100.6,-2.63
2008,Lafayette,106.5,109.2,-2.64
2008,Weber St,99.6,102.4,-2.72
2008,High Point,103.3,106.0,-2.76
2008,Gardner Webb,103.6,106.6,-2.97
2008,William & Mary,100.3,103.3,-2.99
2008,Fresno St,98.8,101.8,-3.02
2008,Northwestern,105.3,108.5,-3.2
2008,Colgate,98.1,101.3,-3.2
2008,Ark Little Rock,95.0,98.3,-3.28
2008,Wyoming,100.8,104.1,-3.32
2008,ULL,97.6,101.0,-3.42
2008,Montana,106.9,110.4,-3.52
2008,Lipscomb,101.3,104.9,-3.59
2008,IPFW,100.5,104.4,-3.85
2008,Loyola-Chicago,100.1,104.0,-3.88
2008,Navy,101.5,105.4,-3.92
2008,Central Conn,104.3,108.3,-3.96
2008,Murray St,104.3,108.3,-3.97
2008,Wofford,106.7,110.8,-4.05
2008,Bowling Green,100.5,104.8,-4.3
2008,Liberty,103.6,108.2,-4.55
2008,Alabama St,102.0,106.5,-4.55
2008,Delaware,97.7,102.3,-4.57
2008,SE Louisiana,95.9,100.5,-4.59
2008,Sacred Heart,101.7,106.4,-4.74
2008,Fairfield,105.2,110.1,-4.97
2008,Jacksonville,102.1,107.1,-5.02
2008,Hampton,94.4,99.6,-5.15
2008,Long Island,100.6,105.8,-5.17
2008,Hofstra,97.9,103.0,-5.17
2008,Utah Valley,105.0,110.2,-5.22
2008,James Madison,103.9,109.3,-5.33
2008,Evansville,98.8,104.3,-5.47
2008,St Bonaventure,104.7,110.2,-5.58
2008,Iona,95.2,100.9,-5.7
2008,Southern Utah,102.2,108.0,-5.82
2008,Toledo,94.1,99.9,-5.85
2008,Youngstown St,97.9,103.8,-5.88
2008,FL Atlantic,102.7,108.6,-5.88
2008,Binghamton,100.0,105.9,-5.89
2008,East Carolina,103.8,109.9,-6.08
2008,Boston Univ,97.2,103.3,-6.08
2008,Pepperdine,99.9,106.3,-6.39
2008,Wagner,97.1,103.6,-6.44
2008,Tennessee St,104.1,110.8,-6.76
2008,Montana St,104.8,111.8,-6.95
2008,Hawaii,102.2,109.2,-7.02
2008,Yale,99.9,107.1,-7.15
2008,Denver,98.4,105.5,-7.16
2008,Ball St,95.7,102.9,-7.21
2008,N Colorado,100.0,107.3,-7.22
2008,McNeese St,96.6,103.8,-7.26
2008,Quinnipiac,104.8,112.2,-7.37
2008,Manhattan,101.8,109.3,-7.41
2008,Troy,104.5,111.9,-7.42
2008,Towson,99.2,106.7,-7.45
2008,Bucknell,95.8,103.3,-7.46
2008,Nicholls St,94.9,102.4,-7.52
2008,W Carolina,98.6,106.1,-7.58
2008,UTRGV,105.5,113.2,-7.73
2008,Hartford,102.4,110.1,-7.73
2008,Oregon St,95.3,103.3,-7.91
2008,TN Martin,106.1,114.2,-8.1
2008,E Washington,96.3,104.4,-8.11
2008,Tennessee Tech,99.9,108.1,-8.17
2008,Lehigh,96.6,104.8,-8.26
2008,Detroit,100.7,109.0,-8.32
2008,Georgia St,98.3,106.8,-8.47
2008,Northwestern LA,98.5,107.1,-8.6
2008,San Francisco,99.1,107.7,-8.63
2008,VMI,105.4,114.1,-8.65
2008,W Illinois,98.4,107.1,-8.66
2008,Drexel,90.8,99.4,-8.68
2008,Missouri KC,100.0,108.7,-8.72
2008,San Jose St,97.9,106.7,-8.83
2008,Florida Intl,93.0,102.0,-8.94
2008,Texas St,100.9,110.0,-9.08
2008,Columbia,97.3,106.5,-9.2
2008,Chicago St,102.3,111.6,-9.36
2008,Army,89.3,98.8,-9.47
2008,Colorado St,101.8,111.6,-9.76
2008,N Illinois,96.9,106.7,-9.81
2008,Cal Poly SLO,95.1,105.0,-9.83
2008,Portland,98.9,108.8,-9.88
2008,ULM,102.1,112.1,-10.02
2008,Arkansas St,104.9,115.2,-10.29
2008,Stetson,93.7,104.0,-10.29
2008,TAM C. Christi,96.7,107.1,-10.42
2008,Centenary,99.9,110.5,-10.57
2008,S Dakota St,99.0,109.6,-10.66
2008,Delaware St,101.3,112.5,-11.16
2008,New Hampshire,97.2,108.5,-11.35
2008,St Peter's,94.8,106.2,-11.42
2008,E Kentucky,97.6,109.1,-11.48
2008,Cent Arkansas,94.2,105.8,-11.66
2008,Harvard,99.7,111.5,-11.73
2008,Mercer,97.6,109.5,-11.85
2008,UT San Antonio,94.6,106.5,-11.88
2008,SMU,95.0,107.0,-12.04
2008,SC Upstate,93.7,105.8,-12.15
2008,Savannah St,88.1,100.4,-12.29
2008,Coastal Car,99.1,111.5,-12.35
2008,Morehead St,95.3,107.9,-12.64
2008,Campbell,96.1,108.8,-12.69
2008,Penn,96.1,108.8,-12.72
2008,Norfolk St,97.0,110.0,-13.04
2008,Furman,95.3,108.6,-13.31
2008,Idaho,96.3,109.7,-13.4
2008,Presbyterian,97.6,111.2,-13.62
2008,UC Riverside,93.7,107.3,-13.65
2008,Idaho St,95.8,109.9,-14.07
2008,St Francis NY,92.8,107.0,-14.19
2008,Radford,95.9,110.2,-14.36
2008,Coppin St,92.4,106.8,-14.41
2008,Samford,96.9,111.4,-14.41
2008,Stony Brook,92.5,107.1,-14.6
2008,Florida A&M,94.3,109.0,-14.71
2008,Rice,86.7,101.5,-14.74
2008,F Dickinson,99.9,114.7,-14.81
